title,abstract,url,publication_year,authors,institutions
Using patents to populate an inventive design ontology,"TRIZ theory is largely based on patent's observation, and as we’ve learned from TRIZ, key issues (amongst others) like automatic contradiction extraction, accurately estimate a patent's level of Inventiveness, are still to be efficiently addressed. An evident bottleneck lies in the necessary cross disciplinary research to be undertaken between data/text mining algorithms, Design theories and methodologies and psychological aspects of creativity. This paper is firstly proposing to summarize key contributions and major research bottlenecks in patents usage in the scope of TRIZ-related practices. Then a positioning between TRIZ and our Inventive Design Method is exposed. A third part reports on our contribution, it consist in a framework aiming at extracting and representing know-how of domain experts and populating an already constructed Ontology of Inventive Design. This framework is using the notion of problem graph and polycontradictions. All these processes are discussed in order to interface with our software prototype: TRIZAcquisition.",https://openalex.org/W2050903695,2011,Denis Cavallucci; François Rousselot; Cécilia Zanni,Institut National des Sciences Appliquées de Strasbourg
Ontology-based heuristic patent search,"Purpose Large collections of patent documents disclosing novel, non-obvious technologies are publicly available and beneficial to academia and industries. To maximally exploit its potential, searching these patent documents has increasingly become an important topic. Although much research has processed a large size of collections, a few studies have attempted to integrate both patent classifications and specifications for analyzing user queries. Consequently, the queries are often insufficiently analyzed for improving the accuracy of search results. This paper aims to address such limitation by exploiting semantic relationships between patent contents and their classification. Design/methodology/approach The contributions are fourfold. First, the authors enhance similarity measurement between two short sentences and make it 20 per cent more accurate. Second, the Graph-embedded Tree ontology is enriched by integrating both patent documents and classification scheme. Third, the ontology does not rely on rule-based method or text matching; instead, an heuristic meaning comparison to extract semantic relationships between concepts is applied. Finally, the patent search approach uses the ontology effectively with the results sorted based on their most common order. Findings The experiment on searching for 600 patent documents in the field of Logistics brings better 15 per cent in terms of F-Measure when compared with traditional approaches. Research limitations/implications The research, however, still requires improvement in which the terms and phrases extracted by Noun and Noun phrases making less sense in some aspect and thus might not result in high accuracy. The large collection of extracted relationships could be further optimized for its conciseness. In addition, parallel processing such as Map-Reduce could be further used to improve the search processing performance. Practical implications The experimental results could be used for scientists and technologists to search for novel, non-obvious technologies in the patents. Social implications High quality of patent search results will reduce the patent infringement. Originality/value The proposed ontology is semantically enriched by integrating both patent documents and their classification. This ontology facilitates the analysis of the user queries for enhancing the accuracy of the patent search results.",https://openalex.org/W2903453404,2018,Cong-Phuoc Phan; Hong-Quang Nguyen; Tan-Tai Nguyen,Ho Chi Minh City International University
An ontology to integrate multiple information domains in the patent system,"In recent years, there has been an explosive growth in scientific and regulatory documents related to the patent system. Relevant information is siloed into many heterogeneous information domains making it very challenging to retrieve information across multiple domains. In this paper, we develop an ontology for the patent system to integrate information from the patent and court case domains. Through a use case erythropoietin, we demonstrate how this ontology can be used to enhance information retrieval across multiple domains.",https://openalex.org/W1550513627,2011,Siddharth Taduri; Gloria T. Lau; Kincho H. Law,Stanford University
Deriving Competitive Foresight Using an Ontology-Based Patent Roadmap and Valuation Analysis,"An ontology-based patent roadmap and valuation analysis approach provides competitive foresights for a corporation's associated patent portfolios and the underlying business processes. To demonstrate the methodology and computer supported analysis system, the patent portfolios of two global smart e-retailers are compared. The patents in each company's portfolio are text mined and categorized based on the smart retailing ontology schema. Both cases' text mining results are plotted as patent portfolio roadmaps, linking patents to innovation categories, commercial applications, and business process models. The three-dimensional (3-D) patent valuation analysis method provides foresights of the companies' competitive advantages related to “patent scope” (PS), “patent importance” (PI), and “patent innovation” (PIN). The research implements a computer supported system to provide evidence how companies utilize patent portfolios as key strategies for protecting business related intellectual properties (IPs) while implementing sustainable and competitive business processes.",https://openalex.org/W2914506166,2019,Amy J.C. Trappey; Charles V. Trappey; Ai‐Che Chang,National Tsing Hua University; National Yang Ming Chiao Tung University; Fu Jen Catholic University
DrugBank 3.0: a comprehensive resource for 'Omics' research on drugs,"DrugBank (http://www.drugbank.ca) is a richly annotated database of drug and drug target information. It contains extensive data on the nomenclature, ontology, chemistry, structure, function, action, pharmacology, pharmacokinetics, metabolism and pharmaceutical properties of both small molecule and large molecule (biotech) drugs. It also contains comprehensive information on the target diseases, proteins, genes and organisms on which these drugs act. First released in 2006, DrugBank has become widely used by pharmacists, medicinal chemists, pharmaceutical researchers, clinicians, educators and the general public. Since its last update in 2008, DrugBank has been greatly expanded through the addition of new drugs, new targets and the inclusion of more than 40 new data fields per drug entry (a 40% increase in data 'depth'). These data field additions include illustrated drug-action pathways, drug transporter data, drug metabolite data, pharmacogenomic data, adverse drug response data, ADMET data, pharmacokinetic data, computed property data and chemical classification data. DrugBank 3.0 also offers expanded database links, improved search tools for drug-drug and food-drug interaction, new resources for querying and viewing drug pathways and hundreds of new drug entries with detailed patent, pricing and manufacturer data. These additions have been complemented by enhancements to the quality and quantity of existing data, particularly with regard to drug target, drug description and drug action data. DrugBank 3.0 represents the result of 2 years of manual annotation work aimed at making the database much more useful for a wide range of 'omics' (i.e. pharmacogenomic, pharmacoproteomic, pharmacometabolomic and even pharmacoeconomic) applications.",https://openalex.org/W2137052779,2010,Craig Knox; Vivian Law; Timothy Jewison,University of Alberta; National Institute for Nanotechnology
From patent law to regulation: the ontological gerrymandering of biotechnology,"Biotechnology is (ontologically speaking) many things. US patent law's understanding of 'the natural' has shrunk over the decades to allow the patenting of artefacts – such as organisms, cell lines, chemical compounds, and cDNA – that would previously have been unpatentable. However, when attempting to garner public support or minimise regulatory hurdles, proponents of biotechnology emphasise how these artefacts are no different from their un-engineered counterparts – that they are, in a word, natural. Some political implications of this ontological gerrymandering are discussed by focusing on instances of resistance, where previously hidden assemblages and networks (which proponents of biotechnology do not want the public to see) are being made visible.",https://openalex.org/W2129086005,2008,Michael Carolan,Colorado State University
Emerging Technologies of Natural Language‐Enabled Chatbots: A Review and Trend Forecast Using Intelligent Ontology Extraction and Patent Analytics,"Natural language processing (NLP) is a critical part of the digital transformation. NLP enables user‐friendly interactions between machine and human by making computers understand human languages. Intelligent chatbot is an essential application of NLP to allow understanding of users’ utterance and responding in understandable sentences for specific applications simulating human‐to‐human conversations and interactions for problem solving or Q&amp;As. This research studies emerging technologies for NLP‐enabled intelligent chatbot development using a systematic patent analytic approach. Some intelligent text‐mining techniques are applied, including document term frequency analysis for key terminology extractions, clustering method for identifying the subdomains, and Latent Dirichlet Allocation for finding the key topics of patent set. This research utilizes the Derwent Innovation database as the main source for global intelligent chatbot patent retrievals.",https://openalex.org/W3164112679,2021,Min-Hua Chao; Amy J.C. Trappey; Chun-Ting Wu,National Tsing Hua University
Retrieval of Patent Documents from Heterogeneous Sources Using Ontologies and Similarity Analysis,"In the past few years, there has been an explosive growth in scientific and legal information related to the patent system. Patents and related documents are siloed into multiple heterogeneous sources. Retrieving relevant information from diverse sources is a non-trivial task and poses many technical challenges. Among the challenges is the issue of terminological inconsistencies that are used in the documents. We tackle the terminological inconsistency issue by exploring domain knowledge through the use of ontology standards. Furthermore, we take advantage of cross-references and structural dependencies between the information sources to enhance terminological comparison. In this paper, we present a similarity analysis methodology which combines knowledge from two distinct sources -- (1) domain ontologies and (2) ontologies which describe the information sources to assist a user in identifying relevant documents across several information sources simultaneously. Specifically, we explore the use of a rule-based system to infer relationships between documents based on pre-defined heuristics. We present our results through a use case in the bio-patent domain with a collection of 1150 patents and 30 court cases.",https://openalex.org/W2013608487,2011,Siddharth Taduri; Gloria T. Lau; Kincho H. Law,Stanford University
A patent system ontology for facilitating retrieval of patent related information,"The recent years have seen a tremendous growth in research and developments in science and technology, and an emphasis in obtaining Intellectual Property (IP) protection for one's innovations. Information pertaining to IP for science and technology is siloed into many diverse sources and consists of laws, regulations, patents, court litigations, scientific publications, and more. Although a great deal of legal and scientific information is now available online, the scattered distribution of the information, combined with the enormous sizes and complexities, makes any attempt to gather relevant IP-related information on a specific technology a daunting task. This paper describes a knowledge-based software framework to facilitate retrieval of patents and related information across multiple diverse and uncoordinated information sources in the US patent system. The document corpus covers issued US patents, court litigations, scientific publications, and patent file wrappers in the biomedical technology domain.",https://openalex.org/W2058120437,2012,Siddharth Taduri; Gloria T. Lau; Kincho H. Law,Stanford University
A cooperative multi-agent platform for invention based on ontology and patent document analysis,"We propose a cooperative multi-agent platform to support the invention process based on the patent document analysis. It helps industrial knowledge managers to retrieve and analyze existing patent documents and extract structure information from patents with the aid of ontology and natural language processing techniques. It allows the invention process to be carried out through the cooperation and coordination among software agents delegated by the various domain experts in the complex industrial R&D environment. Furthermore, it integrates the patent document analysis with the inventive problem solving method known as TRIZ method that can suggest invention directions based on the heuristics or principles to resolve the contradictions among design objectives and engineering parameters. We chose the patent invention for Chemical Mechanical Polishing (CMP) as our case study. However, the platform and techniques could be extended to most cooperative invention domains.",https://openalex.org/W2071566857,2005,Von‐Wun Soo; Szu‐Yin Lin; Shih-Yao Yang,National Tsing Hua University
An Ontology-based Multi-agent Platform for Patent Knowledge Management.,"We propose a cooperative Multi-agent knowledge management system to manage patent documents and support the invention process based on the patent document analysis. It helps industrial knowledge managers to retrieve and analyze existing patent documents and extract tacit knowledge from patent documents with the aid of ontology and natural language processing techniques. It allows the invention process to be carried out through the cooperation and coordination among software agents delegated by the various domain experts in the complex industrial R&D environment. Furthermore, it integrates the patent document analysis with the inventive problem solving method such as TRIZ method that can suggest invention directions based on the heuristics or principles to resolve the contradictions among design objectives and engineering parameters. We chose the patent invention for Chemical Mechanical Polishing (CMP) as our case study. The platform and techniques could be extended to most cooperative invention domains. Furthermore, it reduces not only the time of patent innovation but also the risk of impinging on the patent rights of others through knowledge management system.",https://openalex.org/W2397170945,2005,Shih-Yao Yang; Szu‐Yin Lin; Shih-Neng Lin,National Tsing Hua University
Representing and Visualizing Text as Ontologies: A Case from the Patent Domain.,"This paper presents preliminary results on a framework for the representation and visualization of text as OWL ontologies under an open-domain paradigm, where no a priori schema for the facts to be extracted is available. The extracted ontology is visually represented as a specifically tailored node-link diagram. The applicability of the approach is demonstrated on a use case from the patent domain.",https://openalex.org/W2400105392,2015,Stamatia Dasiopoulou; Steffen Lohmann; Joan Codina,
An Ontology-Based Automatic Semantic Annotation Approach for Patent Document Retrieval in Product Innovation Design,"Patent retrieval plays a very important role in product innovation design. However, current patent retrieval approaches lack semantic comprehension and association, and usually cannot capture the implicit useful knowledge at a semantic level. In order to improve the traditional patent search, this paper proposes a novel ontology-based automatic semantic annotation approach based on the thorough analysis of patent documents, which combines both structure and content characteristics, and integrates multiple techniques from various aspects. Multilayer semantic model is established to realize unified semantic representation. The approach first utilizes template schemes to extract the structure information from patent documents, and then identifies semantics of entities and relations between entities from the content based on natural language processing techniques and domain knowledge, and at last employs a heuristic pattern learning method to abstract patent technical features. Case study is provided to show that our approach can acquire multi-level patent semantic knowledge from multiple perspectives, and discover semantic correlations between patent documents, which can further promote the accurate patent semantic retrieval effectively.",https://openalex.org/W2039482486,2013,Feng Wang; Lan Fen Lin; Yang Zhou,Zhejiang University
Interpreting Design Structure in Patents Using an Ontology Library,"Patents contain valuable information for engineering design. However, the increasing number of annual patent publications makes it difficult for any individual designer to assimilate all up-to-date knowledge hidden in patent documents. In this paper, we proposed a computational approach to interpret design structure embedded in patent claims using pre-developed ontology libraries. The study combined natural language processing (NLP) techniques, text data-mining, ontological engineering, and our rule-based tree generation method. Data sources and adopted tools included online patent documents, knowledge gathered from engineering textbooks, WordNet, a part-of-speech tagger developed by the Stanford NLP group, and Graphviz. We showed that the framework proposed in the paper not only could help minimize manual work required for obtaining design structures but also enable automatic dissimilarity comparison between patents.",https://openalex.org/W2007229029,2013,Zhen Li; Derrick Tate,Texas Tech University
Utilization of Bio-Ontologies for Enhancing Patent Information Retrieval,"The ability to access existing patents and patent-related information can have significant impacts on technology development and commercial markets. While such information is now available online, requesting the information about a specific technology remains a nontrivial task. The reason is that the online information often resides in different storage sources, is based on different modeling paradigms, and is managed by different independent entities. Ontology is one modeling paradigm that can capture semantically rich knowledge about a specific domain and its existing patents. That knowledge can be used to facilitate information sharing and information interoperability. This paper focuses on the bio-medical domain, where numerous patents have been filed in recent years. Specifically, this paper describes a computational framework that can facilitate the retrieval of intellectual property (IP-) related information in the bio-medical domain.",https://openalex.org/W2958148269,2019,Siddarth Taduri; Kincho H. Law; Jay P. Kesan,Stanford University; University of Illinois System
Improving patent retrieval system using ontology,"The importance of patents is increasing as intellectual property becomes a core part of any industry. Most commercial patent retrieval systems are based on Boolean models, which are not capable of ranking similarity between queries and documents. In this study, we developed a patent retrieval system (PISS: patent information service system) which uses a vector space model and ontology to improve precision of search results and rank them by similarity. In other to evaluate the performance of query expansion, we tested ten queries, and found that the precision of search results was improved by an average of 36.2%. Ontology and additional search terms are automatically displayed next to search results for users' convenience.",https://openalex.org/W2113913019,2005,Sung-Shin Lim; Sungwon Jung; Hyuk‐Chul Kwon,Pusan National University
"Automatic ontology generation from patents using a pre-built library, WordNet and a class-based n-gram model","An ontology is defined as a structured, hierarchical way for describing domain knowledge. Research work regarding ontological engineering has yielded fruitful results, but these methods share a common drawback: they require significant manual work to generate an ontology, which limits the usefulness of these approaches in practice. In this paper, we propose a computational model that combines data mining, Natural Language Processing (NLP), WordNet and a novel class-based n-gram model for automatic ontology discovery and recognition from existing patent documents. A pre-built ontology library was constructed by gathering knowledge from engineering textbooks and dictionaries. Then a data set of engineering patent claims was split into training (80%) and validation (20%) subsets. The pre-built library and WordNet were used to generate class labels for constructing class-based n-gram models in a training process. The holdout validation showed that the average accuracy was 87.26% for all validation samples.",https://openalex.org/W2331855252,2015,Zhen Li; Derrick Tate,Texas Tech University; Xi’an Jiaotong-Liverpool University
Ontology-based dental implant connection patent analysis,"Patent documents consist of well-structured descriptions of the technology innovation and the research results. Patent documents are typically written with specific terminologies which often require the expertise of domain experts to interpret and organize for patent analysis. The rapid growth of number of patents applications and registry increases the difficulty in extracting and synthesizing knowledge from patents. The aim of this paper is to construct a framework of expressing and extracting accurate knowledge from patent documents that are related to dental implant connections. First, domain related patents are collected from the United States Patent and Trademark Office. Text mining techniques are used to analyze the key words in the sample set of patents. An ontology is created to express the domain knowledge by using a new ontology engineering technique. In recent years, the aging population has increased the demand for new products and innovations in the dental implant industry. Dental implants are a global, medically accepted treatment used to restore the human masticatory function. The patents collected in the domain of implant connections are used to test the validity and reliability of the ontology development framework. The study of patents related to dental implant connections is considered a critical part of advancing dental implant devices since these designs and innovations are subjected to extensive clinical trials. Given an accurate ontology schema, dental researchers correlate successful prior art designs to successful clinical trials to better understand the interaction between a new artificial body part and the response of the surgical implantation. The value of a patent increases dramatically if the device can be safely used by dentists to treat patients with fewer failures and longer utility.",https://openalex.org/W1974095358,2013,Amy J.C. Trappey; Charles V. Trappey; Hsinyi Peng,Tsinghua University; National Yang Ming Chiao Tung University
Ontology-based technology function matrix for patent analysis of additive manufacturing in the dental industry,"Additive manufacturing (AM) technologies have been developed and applied to many domains where product mass-customisation is critical to maintaining competitive advantage. For instance, AM has been adopted for use in the medical and dental manufacture of implants, prosthetics and orthodontics, where these devices must be made to match each patient's unique facial, dental or other body profiles. The research presented focuses on the technological and functional aspects of patent informatics to discover the innovation trends for materials, products, and processes. The research proposes a generic methodology incorporating patent text and data mining to create an ontology based technology function (TF) matrix for any technology domain. The TF matrix is applied to describe the distribution of global dental AM patents. The research compares the latest dental-related AM research initiatives in Taiwan with globally emerging patents. The patent based analytical approach enables R&D teams to benchmark their comparative advantages. [Received 1 May 2016; Revised 22 October 2016; Accepted 8 November 2016]",https://openalex.org/W2594499033,2017,Amy J.C. Trappey; Charles V. Trappey; Tong Mei Wang,National Tsing Hua University; National Taiwan University; National Yang Ming Chiao Tung University
A Construction Method of Ontology in Patent Domain Based on UML and OWL,"Ontology is an effective method of knowledge representation, however, the existing methods of constructing ontology are not suitable for the field of patent. It is known that the UML modeling of graphical is more intuitive than OWL. According to the demand of the patent information, the paper gives an ontology modeling method which combined UML with OWL in order to put forward the improvement of existing modeling methods, and gives the detailed steps, then uses the method to construct the domain ontology of patent, finally takes the ""Washer"" subclass of patent field for example and gives a description with OWL. This approach improves the recall ratio and precision of the patent information, also, has some reference value to the construction of other domain ontologies.",https://openalex.org/W2128962391,2009,Liping Zhi; Heng‐Shan Wang,University of Shanghai for Science and Technology; Anyang University
Computer Supported ontology-based patent analysis considering business processes and strategic patent portfolio management,"Two approaches are frequently used to study the critical technology and market trends of industry. One analyzes the business processes from the market perspective with statistics market survey. The other perspective predicts new technologies from the patent (intellectual property) data. Business process analysis is limited to analyzing existing technologies and market applications. Since the service delivery processes are not frequently linked to the intellectual property of the underlying technologies, applying a patent perspective enables the analysis of technology trends, technology ownership, and royalty payment analysis. These data are used to illustrate the technology life cycles, predict emerging trends, and identify research opportunities with Computer Supported tools. Patent analysis enables the predictions of technology trends but poorly links the technology to actual products for market adoption cause of the large amount of the data. This research develops an innovative computer supported approach for technology analysis combining both market and patent perspectives. The business processes of a given knowledge domain, driven by the market perspective, is analyzed to build the basis of the domain's ontology. Afterward, the key phrases of the business processes are added to form the ontology schema. The related patents are then systematically linked to the business process schema nodes. The research approach enables the business process-oriented patent portfolios among current and potential competitors to be mapped and critically compared from both market performance and technology ownership perspectives. The methodology allows in-depth integrated views of rivals' patenting and business development for strategic R&D management. The case of InvisalignTM innovative orthodontic services and the patent portfolio is studied to demonstrate the proposed methodology.",https://openalex.org/W1945621324,2015,Amy J.C. Trappey; Jasmine T.C. Tung; Charles V. Trappey,National Tsing Hua University; National Yang Ming Chiao Tung University
Ontology-based patent retrieval technologies,"A method of patent retrieval based on ontology was proposed in order to improve the efficiency of patent information retrieval and the integrity of retrieval results.The concept of ontology and the ontology modeling process were discussed.The patent description methods based on ontology and the establishing process of ontology library for patent retrieval were described.A method of relation ontology was proposed,in which the patent application number was taken as the identifier to connect the ontology,the ontology instance and the existing patent information database.Then the establishment of the ontology was expedited and the work of maintenance and renewal of ontology was reduced.A self-organizing approach of relation ontology library was proposed to reduce the input of the domain ontology experts and cause the established ontology to better suit the needs of enterprises.The self-organizing evolution of relation ontology library was described.A concrete patent retrieval process shows that the method of relation ontology is feasible.",https://openalex.org/W2360988564,2009,Wei Jiang,Zhejiang University
The Ontological Function of the Patent Document,None,https://openalex.org/W3125888481,2013,Andrew Chin,
Patent portfolio analysis of e-payment services using technical ontology roadmaps,"Electronic payment (e-payment) is a subset of an e-commerce (EC) and critical to enhance customer loyalty. A well-designed e-payment service creates new commercial advantage and should be protected as intellectual property. This research develops an ontology roadmap using computer assisted methods to classify e-payment patents. The results of roadmap provide patent portfolio visualization which helps EC enterprises utilize strategic information for competitive advantages. This research also employs patent value indicators to benchmark patent portfolios. In the case implementation, two leading EC enterprises, Amazon and Alibaba, are studied using their e-payment patents as input to implement the proposed methodology. The roadmaps and value assessment results help to describe their underlying competitive advantages and provide management implications for business development.",https://openalex.org/W2586531351,2016,Amy J.C. Trappey; Charles V. Trappey; Abby P. T. Hsu,National Tsing Hua University; National Yang Ming Chiao Tung University
An Ontology-Based Approach for Retrieving Information from Disparate Sectors in Government: The Patent System as an Exemplar,The ability to access patents and relevant patent-related information pertaining to a patented technology can fundamentally transform the patent system and its functioning and patent institutions such as the USPTO and the federal courts. This paper describes an ontology-based computational framework that can resolve some of difficult issues in retrieving patents and patent related information for the legal and justice system.,https://openalex.org/W1553223802,2015,Kincho H. Law; Siddarth Taduri; Gloria T. Lau,Stanford University
An ontology-based interactive tool to search documents in the U.S. patent system,"The past few years have seen an explosive growth in scientific and regulatory documents related to the patent system. Relevant information is siloed into many heterogeneous and distributed information sources making it very challenging to retrieve information across multiple domains. In this demonstration, we present a tool that enables users to simultaneously search multiple information domains in the patent system. The presented tool is built upon the Patent System Ontology, which provides both a standardized representation of the patent system domain and required semantics to integrate the various information domains [1], [2]. The tool provides features such as integration with a biomedical knowledge base and recommendations for related articles. Future additions to the tool will provide features to analyze the data both statistically and visually to aid in research. We demonstrate how this tool can be helpful in expediting search and information retrieval in an intelligent and convenient way through a use case in the bio domain -- erythropoietin.",https://openalex.org/W2158654838,2011,Siddharth Taduri; Gloria T. Lau; Kincho H. Law,Stanford University
The Ontological Function of the Patent Document,None,https://openalex.org/W2738245110,2013,Andrew Chin,
Study on modeling of process ontology for enterprise patent resources management,"It is obvious for the process of enterprise patent resources management to have the problem of stability matching degree and weak automation ability.Introducing ontology into the description of workflow for patent management can solve this problem.Using the IDEF5 graphic language can construct the process ontology for enterprise patent resources management.Based on those,the visual description of enterprise patent evaluation process is realized.The precise syntax and formal semantics are defined in the OWL language.The proposed approach provides a common understanding of a relevant vocabulary of terms and enhances the semantic interoperability,reuse and share of process knowledge for improving efficiency of enterprise patent resources management.",https://openalex.org/W2385961820,2010,XU Fu-yuan,University of Shanghai for Science and Technology
