title,abstract,url,publication_year,authors,institutions
The Application of Medical Artificial Intelligence Technology in Rural Areas of Developing Countries,"<b>Background:</b> Artificial intelligence (AI) is a rapidly developing computer technology that has begun to be widely used in the medical field to improve the professional level and efficiency of clinical work, in addition to avoiding medical errors. In developing countries, the inequality between urban and rural health services is a serious problem, of which the shortage of qualified healthcare providers is the major cause of the unavailability and low quality of healthcare in rural areas. Some studies have shown that the application of computer-assisted or AI medical techniques could improve healthcare outcomes in rural areas of developing countries. Therefore, the development of suitable medical AI technology for rural areas is worth discussing and probing. <b>Methods:</b> This article reviews and discusses the literature concerning the prospects of medical AI technology, the inequity of healthcare, and the application of computer-assisted or AI medical techniques in rural areas of developing countries. <b>Results:</b> Medical AI technology not only could improve physicians' efficiency and quality of medical services, but other health workers could also be trained to use this technique to compensate for the lack of physicians, thereby improving the availability of healthcare access and medical service quality. This article proposes a multilevel medical AI service network, including a frontline medical AI system (basic level), regional medical AI support centers (middle levels), and a national medical AI development center (top level). <b>Conclusion:</b> The promotion of medical AI technology in rural areas of developing countries might be one means of alleviating the inequality between urban and rural health services. The establishment of a multilevel medical AI service network system may be a solution.",https://openalex.org/W2887066107,2018,Jonathan Guo; Bin Li,Georgetown University; Georgetown University Medical Center
Artificial intelligence in developing countries: The impact of generative artificial intelligence (AI) technologies for development,"This paper explores the potential impact of Generative Artificial Intelligence (Generative AI) on developing countries, considering both positive and negative effects across various domains of information, culture, and industry. Generative Artificial Intelligence refers to artificial intelligence (AI) systems that generate content, such as text, audio, or video, aiming to produce novel and creative outputs based on training data. Compared to conversational artificial intelligence, generative artificial intelligence systems have the unique capability of not only providing replies but also generating the content of those responses. Recent advancements in Artificial Intelligence during the Fourth Industrial Revolution, exemplified by tools like ChatGPT, have gained popularity and reshaped content production and creation. However, the benefits of generative artificial intelligence are not equally accessible to all, especially in developing countries, where limited access to cutting-edge technologies and inadequate infrastructure pose challenges. This paper seeks to understand the potential impact of generative AI technologies on developing countries, considering economic growth, access to technology, and the potential paradigm shift in education, healthcare, and the environment. The findings emphasize the importance of providing the necessary support and infrastructure to ensure that generative AI contributes to inclusive development rather than deepening existing inequalities. The study highlights the significance of integrating Generative AI into the context of the Fourth Industrial Revolution in developing countries, where technological change is a crucial determinant of progress and equitable growth.",https://openalex.org/W4386729081,2023,Nishith Reddy Mannuru; Sakib Shahriar; Zoë Abbie Teel,University of North Texas; University of Guelph
Accounting and auditing with blockchain technology and artificial Intelligence: A literature review,"Copyright © 2022 The Authors. This paper surveys the published work on how blockchain technology will impact accounting in general, but AI-enabled auditing specifically. The purpose is to investigate how blockchain technology can improve transparency and trust in accounting practice and how professionals can use blockchain data to improve decision-making, based on the qualities of immutability, append-only, shared, verified, and agreed-upon (i.e., consensus-driven) blockchain data. The multi-party validation of blockchain protocols adds real-time trusted data for the AI systems used by auditors to improve assurance and efficiency. This review summarizes four themes emerging from the literature focusing on how blockchain technology has changed record-keeping in accounting: event approach to accounting; real-time accounting; triple entry-accounting and continuous auditing. The research interprets the findings using agency theory and stakeholder theory to advance how using blockchain to mitigate information asymmetry and improve stakeholder collaborations is understood. The investigation also summarizes the challenges and clarifies organizations’ reasons to be cautious about adopting blockchain. Lastly, the study suggests that future researchers use this study in two ways that enrich blockchain literature: first, to apply the themes and answer the questions identified within this review to improve the business methods of practitioners and policymakers; and second, to encourage stakeholders such as practitioners, system designers/developers, and policymakers to collaborate in designing blockchain ecosystems that suit accounting and auditing as they transform digitally.",https://openalex.org/W4310021468,2022,Hongdan Han; Radha K. Shiwakoti; Robin Jarvis,Brunel University of London
Integration of IoT-Enabled Technologies and Artificial Intelligence (AI) for Smart City Scenario: Recent Advancements and Future Trends,"As the global population grows, and urbanization becomes more prevalent, cities often struggle to provide convenient, secure, and sustainable lifestyles due to the lack of necessary smart technologies. Fortunately, the Internet of Things (IoT) has emerged as a solution to this challenge by connecting physical objects using electronics, sensors, software, and communication networks. This has transformed smart city infrastructures, introducing various technologies that enhance sustainability, productivity, and comfort for urban dwellers. By leveraging Artificial Intelligence (AI) to analyze the vast amount of IoT data available, new opportunities are emerging to design and manage futuristic smart cities. In this review article, we provide an overview of smart cities, defining their characteristics and exploring the architecture of IoT. A detailed analysis of various wireless communication technologies employed in smart city applications is presented, with extensive research conducted to determine the most appropriate communication technologies for specific use cases. The article also sheds light on different AI algorithms and their suitability for smart city applications. Furthermore, the integration of IoT and AI in smart city scenarios is discussed, emphasizing the potential contributions of 5G networks coupled with AI in advancing modern urban environments. This article contributes to the existing literature by highlighting the tremendous opportunities presented by integrating IoT and AI, paving the way for the development of smart cities that significantly enhance the quality of life for urban dwellers while promoting sustainability and productivity. By exploring the potential of IoT, AI, and their integration, this review article provides valuable insights into the future of smart cities, demonstrating how these technologies can positively impact urban environments and the well-being of their inhabitants.",https://openalex.org/W4378882744,2023,Md Eshrat E. Alahi; Arsanchai Sukkuea; Fahmida Wazed Tina,Walailak University; Nakhon Si Thammarat Rajabhat University
"Birth of Industry 5.0: Making Sense of Big Data with Artificial Intelligence, “The Internet of Things” and Next-Generation Technology Policy","Abstract Driverless cars with artificial intelligence (AI) and automated supermarkets run by collaborative robots (cobots) working without human supervision have sparked off new debates: what will be the impacts of extreme automation, turbocharged by the Internet of Things (IoT), AI, and the Industry 4.0, on Big Data and omics implementation science? The IoT builds on (1) broadband wireless internet connectivity, (2) miniaturized sensors embedded in animate and inanimate objects ranging from the house cat to the milk carton in your smart fridge, and (3) AI and cobots making sense of Big Data collected by sensors. Industry 4.0 is a high-tech strategy for manufacturing automation that employs the IoT, thus creating the Smart Factory. Extreme automation until “everything is connected to everything else” poses, however, vulnerabilities that have been little considered to date. First, highly integrated systems are vulnerable to systemic risks such as total network collapse in the event of failure of one of its parts, for example, by hacking or Internet viruses that can fully invade integrated systems. Second, extreme connectivity creates new social and political power structures. If left unchecked, they might lead to authoritarian governance by one person in total control of network power, directly or through her/his connected surrogates. We propose Industry 5.0 that can democratize knowledge coproduction from Big Data, building on the new concept of symmetrical innovation. Industry 5.0 utilizes IoT, but differs from predecessor automation systems by having three-dimensional (3D) symmetry in innovation ecosystem design: (1) a built-in safe exit strategy in case of demise of hyperconnected entrenched digital knowledge networks. Importantly, such safe exists are orthogonal—in that they allow “digital detox” by employing pathways unrelated/unaffected by automated networks, for example, electronic patient records versus material/article trails on vital medical information; (2) equal emphasis on both acceleration and deceleration of innovation if diminishing returns become apparent; and (3) next generation social science and humanities (SSH) research for global governance of emerging technologies: “Post-ELSI Technology Evaluation Research” (PETER). Importantly, PETER considers the technology opportunity costs, ethics, ethics-of-ethics, framings (epistemology), independence, and reflexivity of SSH research in technology policymaking. Industry 5.0 is poised to harness extreme automation and Big Data with safety, innovative technology policy, and responsible implementation science, enabled by 3D symmetry in innovation ecosystem design.",https://openalex.org/W2781661799,2018,Vural Özdemir; Nezih Hekim,Amrita Vishwa Vidyapeetham; Biruni University
"Sales profession and professionals in the age of digitization and artificial intelligence technologies: concepts, priorities, and questions","Recognizing the rapid advances in sales digitization and artificial intelligence technologies, we develop concepts, priorities, and questions to help guide future research and practice in the field of personal selling and sales management. Our analysis reveals that the influence of sales digitalization technologies, which include digitization and artificial intelligence, is likely to be more significant and more far reaching than previous sales technologies. To organize our analysis of this influence, we discuss the opportunities and threats that sales digitalization technologies pose for (a) the sales profession in terms of its contribution to creating value for customers, organizations, and society and (b) sales professionals, in terms of both employees in organizations and individuals as self, seeking growth, fulfillment, and status in the functions they serve and roles they live. We summarize our discussion by detailing specific research priorities and questions that warrant further study and development by researchers and practitioners alike.",https://openalex.org/W2914907363,2019,Jagdip Singh; Karen Flaherty; Ravipreet S. Sohi,Case Western Reserve University; Oklahoma State University; University of Nebraska–Lincoln
Development and evaluation of a low-cost and smart technology for precision weed management utilizing artificial intelligence,"Most conventional sprayers apply agrochemicals uniformly, despite the fact that distribution of weeds is typically patchy, resulting in wastage of valuable compounds, increased costs, crop damage risk, pest resistance to chemicals, environmental pollution and contamination of products. To reduce these negative impacts, a smart sprayer was designed and developed utilizing machine vision and artificial intelligence to distinguish target weeds from non-target objects (e.g. vegetable crops) and precisely spray on the desired target/location. Two different experimental scenarios were designed to simulate a vegetable field and to evaluate the smart sprayer’s performance. The first scenario contained artificial weeds (targets) and artificial plants (non-targets). The second and most challenging scenario contained real plants; portulaca weeds as targets, and sedge weeds and pepper plants as non-targets. Two different embedded graphics processing unit (GPU) were evaluated as the smart sprayer processing unit (for image processing and target detection). The more powerful GPU (NVIDIA GTX 1070 Ti) achieved an overall precision of 71% and recall of 78% (for plant detection and target spraying accuracy) on the most challenging scenario with real plants, and 91% accuracy and recall for the first scenario with artificial plants. The less powerful GPU (NVIDIA Jetson TX2) achieved an overall precision and recall of 90% and 89% respectively on the first scenario with artificial plants, and 59% and 44% respectively on the second scenario with real plants. Finally, an RTK GPS was connected to the smart sprayer and an algorithm was developed to automatically generate weed maps and visualize the collected data (after every application). This smart technology integrates a state of the art (AI-based) weed detection system, a novel fast and precision spraying system, and a weed mapping system. It can significantly reduce the quantity of agrochemicals required, especially compared with traditional broadcast sprayers that usually treat the entire field, resulting in unnecessary application to areas that do not require treatment. It could also reduce costs, risk of crop damage and excess herbicide residue, as well as potentially reduce environmental impact.",https://openalex.org/W2908783980,2019,Victor Partel; Sri Charan Kakarla; Yiannis Ampatzidis,Southwest Florida Research; University of Florida
Artificial Intelligence -based technologies in nursing: A scoping literature review of the evidence,"Contemporary research on applications of artificial intelligence -based technologies in nursing mainly cover the earlier stages of technology development, leaving scarce evidence of the impact of these technologies and implementation aspects into practice. The content of research reported is varied. Therefore, guidelines on research reporting and implementing artificial intelligence -based technologies in nursing are needed. Furthermore, integrating basic knowledge of artificial intelligence -related technologies and their applications in nursing education is imperative, and interventions to increase the inclusion of nurses throughout the technology research and development process is needed.",https://openalex.org/W4200440018,2021,Hanna von Gerich; Hans Moen; Lorraine J. Block,University of Turku; University of British Columbia
Intention to use analytical artificial intelligence (AI) in services – the effect of technology readiness and awareness,"Purpose The automation of services is rapidly growing, led by sectors such as banking and financial investment. The growing number of investments managed by artificial intelligence (AI) suggests that this technology-based service will become increasingly popular. This study examines how customers' technology readiness and service awareness affect their intention to use analytical AI investment services. Design/methodology/approach Hypotheses were tested with a data set of 404 North American-based potential customers of robo-advisors. In addition to technology readiness dimensions, the potential customers' characteristics were included in the framework as moderating factors (age, gender and previous experience with financial investment services). A post-hoc analysis examined the roles of service awareness and the financial advisor's name (i.e., robo-advisor vs. AI-advisor). Findings The results indicated that customers' technological optimism increases, and insecurity decreases, their intention to use robo-advisors. Surprisingly, feelings of technological discomfort positively influenced robo-advisor adoption. This interesting finding challenges previous insights into technology adoption and value co-creation as analytical AI puts customers into a very passive role and reduces barriers to technology adoption. The research also analyzes how consumers become aware of robo-advisors, and how this influences their acceptance. Originality/value This is the first study to analyze the role of customers' technology readiness in the adoption of analytical AI. The authors link the findings to previous technology adoption and automated services' literature and provide specific managerial implications and avenues for further research.",https://openalex.org/W3199205423,2021,Carlos Flavián; Alfredo Pérez-Rueda; Daniel Belanche,Universidad de Zaragoza
"A Review on Machine Learning, Artificial Intelligence, and Smart Technology in Water Treatment and Monitoring","Artificial-intelligence methods and machine-learning models have demonstrated their ability to optimize, model, and automate critical water- and wastewater-treatment applications, natural-systems monitoring and management, and water-based agriculture such as hydroponics and aquaponics. In addition to providing computer-assisted aid to complex issues surrounding water chemistry and physical/biological processes, artificial intelligence and machine-learning (AI/ML) applications are anticipated to further optimize water-based applications and decrease capital expenses. This review offers a cross-section of peer reviewed, critical water-based applications that have been coupled with AI or ML, including chlorination, adsorption, membrane filtration, water-quality-index monitoring, water-quality-parameter modeling, river-level monitoring, and aquaponics/hydroponics automation/monitoring. Although success in control, optimization, and modeling has been achieved with the AI methods, ML models, and smart technologies (including the Internet of Things (IoT), sensors, and systems based on these technologies) that are reviewed herein, key challenges and limitations were common and pervasive throughout. Poor data management, low explainability, poor model reproducibility and standardization, as well as a lack of academic transparency are all important hurdles to overcome in order to successfully implement these intelligent applications. Recommendations to aid explainability, data management, reproducibility, and model causality are offered in order to overcome these hurdles and continue the successful implementation of these powerful tools.",https://openalex.org/W4224839097,2022,Matthew Lowe; Ruwen Qin; Xinwei Mao,Stony Brook University
"Artificial-Intelligence-Driven Customized Manufacturing Factory: Key Technologies, Applications, and Challenges","The traditional production paradigm of large batch production does not offer\nflexibility towards satisfying the requirements of individual customers. A new\ngeneration of smart factories is expected to support new multi-variety and\nsmall-batch customized production modes. For that, Artificial Intelligence (AI)\nis enabling higher value-added manufacturing by accelerating the integration of\nmanufacturing and information communication technologies, including computing,\ncommunication, and control. The characteristics of a customized smart factory\nare to include self-perception, operations optimization, dynamic\nreconfiguration, and intelligent decision-making. The AI technologies will\nallow manufacturing systems to perceive the environment, adapt to external\nneeds, and extract the processed knowledge, including business models, such as\nintelligent production, networked collaboration, and extended service models.\n This paper focuses on the implementation of AI in customized manufacturing\n(CM). The architecture of an AI-driven customized smart factory is presented.\nDetails of intelligent manufacturing devices, intelligent information\ninteraction, and the construction of a flexible manufacturing line are\nshowcased. The state-of-the-art AI technologies of potential use in CM, i.e.,\nmachine learning, multi-agent systems, Internet of Things, big data, and\ncloud-edge computing are surveyed. The AI-enabled technologies in a customized\nsmart factory are validated with a case study of customized packaging. The\nexperimental results have demonstrated that the AI-assisted CM offers the\npossibility of higher production flexibility and efficiency. Challenges and\nsolutions related to AI in CM are also discussed.\n",https://openalex.org/W3110512320,2020,Jiafu Wan; Xiaomin Li; Hong-Ning Dai,South China University of Technology; Zhongkai University of Agriculture and Engineering; Macau University of Science and Technology
Artificial Intelligence‐Enabled Sensing Technologies in the 5G/Internet of Things Era: From Virtual Reality/Augmented Reality to the Digital Twin,"With the development of 5G and Internet of Things (IoT), the era of big data‐driven product design is booming. In addition, artificial intelligence (AI) is also emerging and evolving by recent breakthroughs in computing power and software architectures. In this regard, the digital twin, analyzing various sensor data with the help of AI algorithms, has become a cutting‐edge technology that connects the physical and virtual worlds, in which the various sensors are highly desirable to collect environmental information. However, although existing sensor technologies, including cameras, microphones, inertial measurement units, etc., are widely used as sensing elements for various applications, high‐power consumption and battery replacement of them is still a problem. Triboelectric nanogenerators (TENGs) as self‐powered sensors supply a feasible platform for realizing self‐sustainable and low‐power systems. Herein, the recent progress on TENG‐based intelligent systems, that is, wearable electronics, robot‐related systems, and smart homes, followed by prospective future development enabled by sensor fusion technology, is focused on. Finally, how to apply artificial intelligence to the design of intelligent sensor systems for the 5G and IoT era is discussed.",https://openalex.org/W4220847015,2022,Zixuan Zhang; Feng Wen; Zhongda Sun,Suzhou Research Institute; National University of Singapore
Mediating effect of use perceptions on technology readiness and adoption of artificial intelligence in accounting,"The use of Artificial Intelligence (AI) is growing rapidly in accounting practice, and firms desire new hires who have adopted this technology. Universities can prepare students to adopt AI. The purpose of this quantitative study was to examine whether perceived ease of use (PEOU) and perceived usefulness (PU) have an effect on the relationship between accounting students’ level of technology readiness and their decision to adopt AI. The study involved an examination of individual students’ perceptions of technology readiness and technology adoption. An online questionnaire consisting of 31 items gathering demographic information and perceptions of technology readiness, technology adoption, PEOU, and PU was administered to student participants. The findings from the study indicated that technology readiness has a significant influence on technology adoption. However, mediation analysis using hierarchical regression showed that the relationship between technology readiness and technology adoption of Artificial Intelligence is affected by both PEOU and PU.",https://openalex.org/W3123639435,2021,Hassan Damerji; Anwar Y. Salimi,California State Polytechnic University; University of La Verne
How Artificial Intelligence Is Shaping Medical Imaging Technology: A Survey of Innovations and Applications,"The integration of artificial intelligence (AI) into medical imaging has guided in an era of transformation in healthcare. This literature review explores the latest innovations and applications of AI in the field, highlighting its profound impact on medical diagnosis and patient care. The innovation segment explores cutting-edge developments in AI, such as deep learning algorithms, convolutional neural networks, and generative adversarial networks, which have significantly improved the accuracy and efficiency of medical image analysis. These innovations have enabled rapid and accurate detection of abnormalities, from identifying tumors during radiological examinations to detecting early signs of eye disease in retinal images. The article also highlights various applications of AI in medical imaging, including radiology, pathology, cardiology, and more. AI-based diagnostic tools not only speed up the interpretation of complex images but also improve early detection of disease, ultimately delivering better outcomes for patients. Additionally, AI-based image processing facilitates personalized treatment plans, thereby optimizing healthcare delivery. This literature review highlights the paradigm shift that AI has brought to medical imaging, highlighting its role in revolutionizing diagnosis and patient care. By combining cutting-edge AI techniques and their practical applications, it is clear that AI will continue shaping the future of healthcare in profound and positive ways.",https://openalex.org/W4389885061,2023,Luís Coelho,INESC TEC; Universidade do Porto
Artificial Intelligence as a Disruptive Technology—A Systematic Literature Review,"The greatest technological changes in our lives are predicted to be brought about by Artificial Intelligence (AI). Together with the Internet of Things (IoT), blockchain, and several others, AI is considered to be the most disruptive technology, and has impacted numerous sectors, such as healthcare (medicine), business, agriculture, education, and urban development. The present research aims to achieve the following: identify how disruptive technologies have evolved over time and their current acceptation (1); extract the most prominent disruptive technologies, besides AI, that are in use today (2); and elaborate on the domains that were impacted by AI and how this occurred (3). Based on a sentiment analysis of the titles and abstracts, the results reveal that the majority of recent publications have a positive connotation with regard to the disruptive impact of edge technologies, and that the most prominent examples (the top five) are AI, the IoT, blockchain, 5G, and 3D printing. The disruptive effects of AI technology are still changing how people interact in the corporate, consumer, and professional sectors, while 5G and other mobile technologies will become highly disruptive and will genuinely revolutionize the landscape in all sectors in the upcoming years.",https://openalex.org/W4321787619,2023,Vasile-Daniel Păvăloaia; Sabina-Cristiana Necula,Alexandru Ioan Cuza University
