title,abstract,url,publication_year,authors,institutions
Edge Technologies for Disaster Management: A Survey of Social Media and Artificial Intelligence Integration,"&lt;p dir=""ltr""&gt;Within the paradigm of smart cities, smart devices can be considered as a tool to enhance safety. Edge sensing, Internet of Things (IoT), big data, social media analytics, edge computing, and artificial intelligence are key technologies that can be applied through smart devices to create emergency-aware systems. The use of these technologies could make emergency management tasks such as visualizing, analyzing, and predicting disasters easier to perform. The aim of this paper is to conduct a review of recent activities in literature about disaster and emergency management, and showing the role of different edge technologies used in this regard, and through the different stages of dealing with a disaster situation. Special importance is given to two main technologies: Social media analytics and artificial intelligence, due to their exceptional impact on emergency situations. Social media represents a rich source of data while artificial intelligence stands out as the mechanism to deal with the huge amount of data generated by smart devices, and thus needed to tackle all sources of data, in order to predict, detect, manage information, and for authorities to respond to emergency situations. This survey is a comprehensive review for the recent literature on the related topics, providing the reader with a clear overview of the current status and classifying the papers into groups with relations among them. The structuring of the recent literature into four phases makes it easier for the reader to realize the current state of the art. For completeness, this survey ends with a section on open issues and research trends in disaster and emergency management systems.&lt;/p&gt;&lt;h2&gt;Other Information&lt;/h2&gt;&lt;p dir=""ltr""&gt;Published in: IEEE Access&lt;br&gt;License: &lt;a href=""http://creativecommons.org/licenses/by/4.0"" target=""_blank""&gt;http://creativecommons.org/licenses/by/4.0&lt;/a&gt;&lt;br&gt;See article on publisher's website: &lt;a href=""https://dx.doi.org/10.1109/access.2023.3293035"" target=""_blank""&gt;https://dx.doi.org/10.1109/access.2023.3293035&lt;/a&gt;&lt;/p&gt;",https://openalex.org/W4383503688,2023,Mohamed Aboualola; Khalid Abualsaud; Tamer Khattab,Qatar University
Artificial Intelligence Can Improve Patient Management at the Time of a Pandemic: The Role of Voice Technology,"Artificial intelligence–driven voice technology deployed on mobile phones and smart speakers has the potential to improve patient management and organizational workflow. Voice chatbots have been already implemented in health care–leveraging innovative telehealth solutions during the COVID-19 pandemic. They allow for automatic acute care triaging and chronic disease management, including remote monitoring, preventive care, patient intake, and referral assistance. This paper focuses on the current clinical needs and applications of artificial intelligence–driven voice chatbots to drive operational effectiveness and improve patient experience and outcomes.",https://openalex.org/W3136025280,2021,Tomasz Jadczyk; Wojciech Wojakowski; Michał Tendera,St. Anne's University Hospital Brno; University Hospital Brno; Medical University of Silesia
Artificial intelligence algorithms and cloud computing technologies in blockchain-based fintech management,"Research background: Fintech development shapes corporate investment efficiency and economic growth with innovative tools, and can decrease financing constraints of enterprises, enabling direct and indirect financing and furthering inter-bank competition. Crowdfunding- and blockchain-based fintech operations harness deep and maching learning algorithms, augmented and virtual reality technologies, and big data analytics in mobile payment transactions. Purpose of the article: We show that fintechs have reconfigured financial service delivery by harnessing AI-based data-driven algorithms and cloud and blockchain technologies. Fintech optimizes financial organization and services, economic structures and growth, data analysis, and digital banking performance. Machine learning algorithms can streamline payment operation capabilities and process promptness, ensuring smooth operational flows, assessing risks, and detecting frauds and money laundering by historical data and customer behavior analysis across instant payment networks and infrastructures. Methods: Quality tools: AXIS, Eppi-Reviewer, PICO Portal, and SRDR. Search period: July 2023. Search terms: “fintech” + “artificial intelligence algorithms”, “cloud computing technologies”, and “blockchain technologies”. Selected sources: 40 out of 195. Published research inspected: 2023. Data visualization tools: Dimensions and VOSviewer. Reporting quality assessment tool: PRISMA. Findings &amp; value added: Fintech development enables organizational innovation by mitigating information asymmetry and financing limitations while providing financial assistance and tax incentives in relation to products and services. The fintech growth has influenced the dynamic intermediary function of financial institutions in terms of sustainability and economic development. Fintech and natural resources negatively influence, while green innovations and financial development further, environmental sustainability.",https://openalex.org/W4387812465,2023,George Lăzăroiu; Mădălina Bogdan; Marinela Geamănu,Spiru Haret University
"Environmental sustainability technologies in biodiversity, energy, transportation and water management using artificial intelligence: A systematic review","Artificial Intelligence (AI) has become an important area to tackle most environmental sustainability issues such as biodiversity, energy, transportation and water management. Biodiversity research has developed machine learning or natural language processing solutions to predict ecosystem services. Artificial intelligence applications and machine learning models have been increasingly used for predicting and optimizing water resource conservation. Area neural network, expert systems, pattern recognition, and fuzzy logic models are the main focus areas in energy. Applications of computer vision and decision support were found in transportation. Timely monitoring of interventions is required to improve environmental sustainability.",https://openalex.org/W4221027767,2022,Emmanuel Kwame Nti; Samuel Jerry Cobbina; Eunice Efua Attafuah,University for Development Studies; Kwame Nkrumah University of Science and Technology
Artificial intelligence technologies for personnel learning management systems,An essential part of modern education is computing. Learning management systems are introduced as an intermediary between a student and a teacher. This paradigm is shifted through reproduction of teacher's and student's intelligent procedures by intelligent agents. The Artificial Intelligence technologies are based on reproduction of principles of human intelligence. Functioning of general Artificial Intelligence is based on principle of double contingency and is impossible without the acquisition of elements of self-consciousness and self-cultivation that can be embodied in Artificial Neural Network. On its basis it is proposed to make intelligent agents on platform IBM Bluemix with IBM Watson technology. These agents in the form of chatbots have to automate the interaction between the student and the teacher within the frames of Moodle learning management system.,https://openalex.org/W2552036552,2016,Nayden Nenkov; George Dimitrov; Yuriy Dyachenko,Shumen University; University of Library Studies and Information Technologies; Volodymyr Dahl East Ukrainian National University
Enterprise Human Resource Management Model By Artificial Intelligence Digital Technology,"As a result of the implementation of artificial intelligence, there is a possibility that the existing organizational structures and management procedures will go through significant transformations (AI). Conventional organizational structures as well as the decision-making processes of companies are being completely upended by AI. A backpropagation neural network (BPNN) that is based on AI digitizing technology is used in the construction of a salary prediction model (SPM), which is then subjected to the Nesterov and Adaptive Moment Estimation (Nadam) approach for the purpose of further enhancing its accuracy. The end output is known by its full title, which is a salary prediction model (SPM). The results of this study have the potential to have a positive impact on the HRM process, the amount of work that human resource managers have to do, and the overall efficiency of professions. According to the findings, the Nadam optimization technique offered the highest degree of optimization performance as well as the fastest convergence. The duration of the training was exactly 186 seconds, and the final score for the expected outcome was 0.75 percent. Further proof of the SPM's validity may be seen in the remarkable learning performance as well as the accuracy rate of up to 79.4% achieved by Nadam's BPNN-based SPM optimization. The outcomes of the research might potentially serve as a guide for the development of data mining-based HRM solutions in the future.",https://openalex.org/W4392450972,2023,P. William; Amit Agrawal; Navneet Rawat,Sanjivani Super Speciality Hospitals; GLA University; Institute of Business Management
Internet of Things for Green Building Management: Disruptive Innovations Through Low-Cost Sensor Technology and Artificial Intelligence,"Buildings consume 60% of global electricity. However, current building management systems (BMSs) are highly expensive and difficult to justify for small- to medium-sized buildings. The Internet of Things (IoT), which can collect and monitor a large amount of data on different aspects of a building and feed the data to the BMS's processor, provides a new opportunity to integrate intelligence into the BMS for monitoring and managing a building's energy consumption to reduce costs. Although an extensive literature is available on, separately, IoTbased BMSs and applications of signal processing techniques for some building energy-management tasks, a detailed study of their integration to address the overall BMS is limited. As such, this article will address the current gap by providing an overview of an IoT-based BMS that leverages signal processing and machine-learning techniques. We demonstrate how to extract high-level building occupancy information through simple, low-cost IoT sensors and study how human activities impact a building's energy use-information that can be exploited to design energy conservation measures that reduce the building's energy consumption.",https://openalex.org/W2889836481,2018,Wayes Tushar; Nipun Wijerathne; Wen-Tai Li,Queensland University of Technology; The University of Queensland; Care International Sri Lanka
Artificial Intelligence–Based Decision Support Technologies in Pavement Management,"The field of road pavement engineering has seen an explosion of artificial intelligence–based applications since the late 1980s. Such applications are found at key stages of the decision process involved in pavement management. In the analysis phase, they perform pavement diagnosis and deterioration modeling tasks. In the design phase, they enable rehabilitation needs to be assessed and contribute to the identification and selection of maintenance actions. Finally, in the choice phase, they are applied for priority programming of rehabilitation and maintenance. They either represent alternative approaches to existing systems or collaborate to make the overall system more efficient. The purpose of this article is to summarize the findings of up‐to‐date research articles concerning the application of artificial intelligence to pavement management and to illustrate the potential such tools can offer to pavement engineers. Artificial intelligence techniques include expert systems, artificial neural networks, fuzzy logic, genetic algorithms, and hybrid systems.",https://openalex.org/W2112862540,2001,Sten Sundin; C Braban-Ledoux,Dalarna University
"Towards a conceptual framework of OSH risk management in smart working environments based on smart PPE, ambient intelligence and the Internet of Things technologies","Recent developments in domains of ambient intelligence (AmI), Internet of Things, cyber-physical systems (CPS), ubiquitous/pervasive computing, etc., have led to numerous attempts to apply ICT solutions in the occupational safety and health (OSH) area. A literature review reveals a wide range of examples of smart materials, smart personal protective equipment and other AmI applications that have been developed to improve workers' safety and health. Because the use of these solutions modifies work methods, increases complexity of production processes and introduces high dynamism into thus created smart working environments (SWE), a new conceptual framework for dynamic OSH management in SWE is called for. A proposed framework is based on a new paradigm of OSH risk management consisting of real-time risk assessment and the capacity to monitor the risk level of each worker individually. A rationale for context-based reasoning in SWE and a respective model of the SWE-dedicated CPS are also proposed.",https://openalex.org/W2475767192,2016,Daniel Podgórski; Katarzyna Majchrzycka; Anna Dąbrowska,Central Institute for Labour Protection
"SYSTEMATIC BIBLIOMETRIC REVIEW OF ARTIFICIAL INTELLIGENCE TECHNOLOGY IN ORGANIZATIONAL MANAGEMENT, DEVELOPMENT, CHANGE AND CULTURE","Even now, in the times of advanced digitization, the planning and implementation of many organizational measures remain human-driven. Corresponding to a global trend of application of artificial intelligence in all areas of life, it has received more attention in the last few years and garnered emerging clusters of research in usage of this technology for organizational issues. Some companies already offer tools that support different management tasks in the area of organizational development, but they are not holistic. According to the google trend analysis of the search for artificial intelligence, the inquiry to this topic continues increasing. The purpose of the described investigation was to identify the academic trends in research interaction between such scientific fields, as Artificial Intelligence, Organizational Management, Organizational Development, Organizational Change, and Organizational Culture using bibliometric and network publication analysis. In order to achieve this purpose, we systematically analysed 191 publications between 1983 and 2020 as well as cited and citing publications. The findings of this study provide important conclusions of the current research state. The insightful results are presented in the form of critical review and frame the body of knowledge.",https://openalex.org/W4205663358,2022,Svitlana Bilan; Petr Šuleř; Olena Skrynnyk,Rzeszów University of Technology; National University of Water and Environmental Engineering; Institute of Technology and Business
"A review of electric vehicle technology: Architectures, battery technology and its management system, relevant standards, application of artificial intelligence, cyber security, and interoperability challenges","Abstract Currently, there is an increased global climate change awareness, and the world is tending towards net zero emissions. The transportation sector is leading in Green House Gas emissions (GHG). Furthermore, the diminishing reserves of fossil fuels, the need for cheaper maintenance vehicles, more efficient drive trains, and better performance vehicles presents a challenge in ICE. Electric Vehicles (EVs) offer the perfect mobility solution which can replace the conventional ICE in the near future. This article comprehensively reviews the components and advances in the various technologies employed in electric vehicles to achieve efficiency in motion and optimise energy management in electric vehicles. This article gives an analysis of the current EV scenario globally. It then details the different configurations of electric vehicle architectures available. The battery is discussed, and the various electrochemical technologies are analysed. Battery Management Systems (BMS) to efficiently manage energy are discussed. The charging methods, voltage levels, and relevant standards are outlined in detail. The traction motors and power conversion technologies are reported with advancements in electric vehicle applications. Furthermore, this article gives a comprehensive overview of various emerging technologies, such as the Internet of Things (IoT), Artificial Intelligence (AI) &amp; Machine Learning (ML), to improve EVs' performance through digitalisation. On the other hand, cybersecurity has become an ever‐challenging issue in EVs due to the increasing use of digital technologies. This article thoroughly overviews cybersecurity challenges in EV applications and explains possible proactive measures. Interoperability arising from various EV manufacturers' many different charging designs is discussed.",https://openalex.org/W4380786408,2023,Vincent M. Macharia; Vijay Kumar Garg; Dinesh Kumar,Kurukshetra University; Danfoss (Denmark)
Application of artificial intelligence technology in the manufacturing process and purchasing and supply management,"The complexity and interconnectivity of today's manufacturing and purchasing and supply management (PSM) systems are paving the way for new technological advancements in the manufacturing and purchasing and supply sectors. Recent developments in artificial intelligence (AI) and the extensive amount of generated manufacturing data, known as big data, are allowing the integration of new kind of analytics tools in the supply chain, which are optimizing the way goods are produced. The focus of this paper is the application of such AI systems in the manufacturing and purchasing and supply management processes in factories, leading to concepts like smart factory and smart manufacturing, and the restructuring and digitalization on the production floor, dominated till to now by the human workforce.",https://openalex.org/W4226165328,2022,Mito Kehayov; Lukas Holder; Volker Koch,Graz University of Technology
Decision support systems and intelligent systems,"From the Publisher:
Widely hailed for its contemporary, cutting-edge perspective, this comprehensive, reader-friendly text covers the latest decision support theories and practices used by managers and organizations. Current examples and cases are drawn from actual organizations and firms. Decision Making, Systems, Modeling, and Support. Data Warehousing, Access, Analysis, Mining, and Visualization. Modeling and Analysis. Decision Support System Development. Collaborative Computing Technologies: Group Support Systems. Enterprise Decision Support Systems. Knowledge Management. Artificial Intelligence and Expert Systems. Knowledge Acquisition and Validation. Knowledge Representation. Inference Techniques. Intelligent Systems Development. Neural Computing Applications, and Advanced Artificial Intelligent Systems and Applications. Intelligent Software Agents and Creativity. Implementing and Integrating Management Support Systems. Organizational and Societal Impacts of Management Support Systems. For managers interested in Decision Support Systems, Computerized Decision Making, and Management Support Systems.",https://openalex.org/W1837558564,1997,Efraim Turban; Jay E. Aronson,
"Demystifying the roles of organisational smart technology, artificial intelligence, robotics and algorithms capability: A strategy for green human resource management and environmental sustainability","Abstract With growing climate change concerns, and constant advancements in smart technology, artificial intelligence, robotics, and algorithms (STARA), organisations in emerging economies are becoming more compelled to go green, develop and deploy their STARA capability to boost profits more effectively, and their environmental sustainability (ES). Likewise, with governments increasingly calling for ES, organisations' human resource management (HRM) is further pressured to ensure their programmes aid realisation of environmental objectives without compromising profit maximisation. However, it remains unclear how complementary Green HRM (GHRM) programmes can be supported by organisational STARA capability (OSC) to bolster ES. Accordingly, we investigate how OSC and GHRM programmes predict ES through a time lagged survey design with data from 461 managers of 177 manufacturing organisations in Nigeria. Results indicate that OSC positively predicts all GHRM programmes and ES but dampens the positive relationship between green training, involvement and development (GTID), and ES. Apart from green performance and compensation (GPC), which is a negative predictor, other GHRM programmes positively predict ES. While green recruitment and selection (GRS) and GTID are complementary mediators, GPC plays a competitive mediating role. Policy implications are subsequently discussed.",https://openalex.org/W4382195859,2023,Samuel Ogbeibu; Jude Emelifeonwu; Vijay Pereira,University of Bradford; NEOMA Business School
"Medication management needs information and communications technology‐based approaches, including telehealth and artificial intelligence","Life expectancy is rising in most parts of the world as is the prevalence of chronic diseases. Suboptimal adherence to long‐term medications is still rather the norm than the exception, although it is well known that suboptimal adherence compromises the therapeutic effectiveness. Information and communications technology provides new concepts for improving adherence to medications. These so‐called telehealth concepts or services help to implement closed‐loop healthcare paradigms and to establish collaborative care networks involving all stakeholders relevant to optimising the overall medication therapy. Together with data from Electronic Health Records and Electronic Medical Records, these networks pave the way to data‐driven decision support systems. Recent advances in machine learning, predictive analytics, and artificial intelligence allow further steps towards fully autonomous telehealth systems. This might bring advances in the future: disburden healthcare professionals from repetitive tasks, enable them to timely react to critical situations, and offer a comprehensive overview of the patients' medication status. Advanced analytics can help to assess whether patients have taken their medications as prescribed, to improve adherence via automatic reminders. Ultimately, all relevant data sources need to be collated into a basis for data‐driven methods, with the goal to assist healthcare professionals in guiding patients to obtain the best possible health status, with a reasonable resource utilisation and a risk‐adjusted safety and privacy approach. This paper summarises the state‐of‐the‐art of telehealth and artificial intelligence applications in medication management. It focuses on 3 major aspects: latest technologies, current applications, and patient related issues.",https://openalex.org/W2953834619,2019,Alphons Eggerth; Dieter Hayn; G. Schreier,Austrian Institute of Technology; Graz University of Technology
The Influence of Artificial Intelligence Technology on the Management of Livestock Farms,"This review was conducted to demonstrate how artificial intelligence (AI) has affected livestock farming. Livestock is essential for maintaining ecological integrity and providing food security. In this review, the history of artificial intelligence (AI), its impact on current and future livestock farming, and its drawbacks have been highlighted. The term “artificial intelligence,” was first coined by John McCarthy in 1956, and currently, the technology is widely applied in the management of many livestock farms like poultry, dairy, and pigs. Although it has been studied for decades and widely applied, AI is still one of the least understood subfields. Artificial intelligence provides farmers with unrivalled support, enabling them to minimize resource use, improve the sustainability of their feeding patterns, and increase farm productivity in general, especially when it comes to reducing the carbon footprint. AI is a blessing for boosting efficiency and productivity while also lowering the possibility of human error. Producers can use artificial intelligence to simulate human decision-making and provide interpretations and solutions for the data gathered by sensors and other hardware technologies. Through AI tools, it is possible to easily trace animal activities and locations and collect data about behaviors, habitats, and health conditions. Animal identification, animal welfare monitoring, sex determination, vaccine delivery, and pasture evaluation are some areas where AI has been widely applied so far. Drones, robots, and blockchains are some forms of automation that have been widely used in dairy farms. However, the expense of development, which needs more infrastructure on the farm, and the potential for automation to replace them are the limitations of the technology.",https://openalex.org/W4390659812,2024,Awoke Melak; Tesfalem Aseged; Takele Shitaw,Ethiopian Biodiversity Institute
The role of technology in the management and exploitation of internal business intelligence,"Purpose – This paper aims to provide an introductory overview of internal business intelligence (BI) and the role that technology plays in its management and exploitation. BI represents the tools and systems that play a key role in the strategic planning process of a corporation, allowing the integration of applications, databases, software and hardware essential to users and enabling the analysis of information to optimise decision-making. Design/methodology/approach – In reviewing the existing literature, this paper examines the core components, current trends and operational issues of a typical internal BI system architecture. The implications of these trends and their effects on business processes and culture are also explored. Findings – The successful implementation of an internal BI system should include the core components and address operational issues, whilst also providing meaningful output to the organisation. It is contended, however, that to be truly successful, the internal BI system must be embedded within organisational processes and be adaptable to changing technologies, allowing the exploitation of the organisation’s internal BI. Originality/value – This general review is the first to provide a high-level overview of internal BI and explores the role of technology in the management and exploitation of internal BI.",https://openalex.org/W1890945203,2015,Ronda Harrison; Angelique Parker; Gabrielle Brosas,Swinburne University of Technology
An extension of the technology acceptance model for business intelligence systems: project management maturity perspective,"Business intelligence systems (BISs) refer to a wide range of technologies and applications useful for retrieving and analyzing a large amount of information with the goal to generate knowledge useful for making effective business decision. In order to investigate adoption of BISs in companies, we propose a model based on the technology acceptance model (TAM) that is expanded by variables representing the concept of a project management maturity (PMM). The survey on the sample of USA companies has been conducted with the chief information officer (CIO) as the main informant. A structural equation model has been developed in order to test the research model. Results indicate that TAM expanded with the notion of PMM is useful in increasing understanding of BISs adoption in companies.",https://openalex.org/W2755051337,2022,Mirjana Pejić Bach; Jovana Zoroja; Amer Čeljo,University of Zagreb; Sarajevo School of Science and Technology; University of Sarajevo
