title,abstract,url,publication_year,authors,institutions
UML Class Diagrams to OWL Ontologies: A Graph Transformation based Approach,"The models are placed by modeling paradigm at the center of development process.These models are represented by languages, like UML the language standardized by the OMG which became necessary for development.Moreover the ontology engineering paradigm places ontologies at the center of development process, in this paradigm we find OWL the explicitation language adopted by a great community of users like the principal language of knowledge representation.The bringing between UML and OWL appeared on several regards such as the classes and associations.In this paper, we propose an approach based graph transformation and registered in the MDA architecture for the automatic generation of usable OWL ontology from UML class diagrams.The transformation is based on transformation rules make it possible to achieve our aim.This approach is illustrated by an example.",https://openalex.org/W2003534440,2012,Aissam Belghiat; Mustapha Bourahla,Université de M'Sila
Extractive Text Summarization Using Ontology and Graph-Based Method,"In recent years, many people started to take care of the physical health. The biomedical article is the trendy issue at the moment leading to the huge amount of knowledge created rapidly. In this paper, we propose a new automatic extractive text summarization technique based on graph representation that makes use of the Unified Medical Language System (UMLS), an ontology knowledge from the National Library of Medicine (NLM). We combined the graph building rules with a distance function between text documents, called Word Mover's Distance. To prioritize the core sentences, we extracted the summary by using a popular graph-based method from Google, PageRank. We compared our results with other text summarization software using 400 biological review papers as a corpus randomly sampled from PubMed Central. Our approach outperformed the baseline comparators in terms of Recall-Oriented Understudy for Gisting Evaluation (ROUGE) scores.",https://openalex.org/W2971670955,2019,Chuleepohn Yongkiatpanich; Duangdao Wichadakul,Chulalongkorn University
Multiple testing on the directed acyclic graph of gene ontology,"Abstract Motivation: Current methods for multiplicity adjustment do not make use of the graph structure of Gene Ontology (GO) when testing for association of expression profiles of GO terms with a response variable. Results: We propose a multiple testing method, called the focus level procedure, that preserves the graph structure of Gene Ontology (GO). The procedure is constructed as a combination of a Closed Testing procedure with Holm's method. It requires a user to choose a ‘focus level’ in the GO graph, which reflects the level of specificity of terms in which the user is most interested. This choice also determines the level in the GO graph at which the procedure has most power. We prove that the procedure strongly controls the family-wise error rate without any additional assumptions on the joint distribution of the test statistics used. We also present an algorithm to calculate multiplicity-adjusted P-values. Because the focus level procedure preserves the structure of the GO graph, it does not generally preserve the ordering of the raw P-values in the adjusted P-values. Availability: The focus level procedure has been implemented in the globaltest and GlobalAncova packages, both of which are available on www.bioconductor.org. Contact: j.j.goeman@lumc.nl Supplementary information: Supplementary data are available at Bioinformatics online.",https://openalex.org/W2122084873,2008,Jelle J. Goeman; Ulrich Mansmann,
Exploiting ontology graph for predicting sparsely annotated gene function,"Abstract Motivation: Systematically predicting gene (or protein) function based on molecular interaction networks has become an important tool in refining and enhancing the existing annotation catalogs, such as the Gene Ontology (GO) database. However, functional labels with only a few (&amp;lt;10) annotated genes, which constitute about half of the GO terms in yeast, mouse and human, pose a unique challenge in that any prediction algorithm that independently considers each label faces a paucity of information and thus is prone to capture non-generalizable patterns in the data, resulting in poor predictive performance. There exist a variety of algorithms for function prediction, but none properly address this ‘overfitting’ issue of sparsely annotated functions, or do so in a manner scalable to tens of thousands of functions in the human catalog. Results: We propose a novel function prediction algorithm, clusDCA, which transfers information between similar functional labels to alleviate the overfitting problem for sparsely annotated functions. Our method is scalable to datasets with a large number of annotations. In a cross-validation experiment in yeast, mouse and human, our method greatly outperformed previous state-of-the-art function prediction algorithms in predicting sparsely annotated functions, without sacrificing the performance on labels with sufficient information. Furthermore, we show that our method can accurately predict genes that will be assigned a functional label that has no known annotations, based only on the ontology graph structure and genes associated with other labels, which further suggests that our method effectively utilizes the similarity between gene functions. Availability and implementation: https://github.com/wangshenguiuc/clusDCA. Contact: jianpeng@illinois.edu Supplementary information: Supplementary data are available at Bioinformatics online.",https://openalex.org/W2117235735,2015,Sheng Wang; Hyunghoon Cho; ChengXiang Zhai,University of Illinois Urbana-Champaign
Ontology-based Graph Visualization for Summarized View,"Data summarization that presents a small subset of a dataset to users has been widely applied in numerous applications and systems. Many datasets are coded with hierarchical terminologies, e.g., the international classification of Diseases-9, Medical Subject Heading, and Gene Ontology, to name a few. In this paper, we study the problem of selecting a diverse set of k elements to summarize an input dataset with hierarchical terminologies, and visualize the summary in an ontology structure. We propose an efficient greedy algorithm to solve the problem with (1-1/e)≈ 62%-approximation guarantee. Preliminary experimental results on real-world datasets show the effectiveness and efficiency of the proposed algorithm for data summarization.",https://openalex.org/W2767656473,2017,Xin Huang; Byron Choi; Jianliang Xu,Hong Kong Baptist University
High-throughput functional annotation and data mining with the Blast2GO suite,"Functional genomics technologies have been widely adopted in the biological research of both model and non-model species. An efficient functional annotation of DNA or protein sequences is a major requirement for the successful application of these approaches as functional information on gene products is often the key to the interpretation of experimental results. Therefore, there is an increasing need for bioinformatics resources which are able to cope with large amount of sequence data, produce valuable annotation results and are easily accessible to laboratories where functional genomics projects are being undertaken. We present the Blast2GO suite as an integrated and biologist-oriented solution for the high-throughput and automatic functional annotation of DNA or protein sequences based on the Gene Ontology vocabulary. The most outstanding Blast2GO features are: (i) the combination of various annotation strategies and tools controlling type and intensity of annotation, (ii) the numerous graphical features such as the interactive GO-graph visualization for gene-set function profiling or descriptive charts, (iii) the general sequence management features and (iv) high-throughput capabilities. We used the Blast2GO framework to carry out a detailed analysis of annotation behaviour through homology transfer and its impact in functional genomics research. Our aim is to offer biologists useful information to take into account when addressing the task of functionally characterizing their sequence data.",https://openalex.org/W1974116356,2008,Stefan Götz; Juan M. García‐Gómez; Javier Terol,Centro de Investigacion Principe Felipe; Universitat Politècnica de València
Ontology-Based Graphs of Research Communities: A Tool for Understanding Threat Reduction Networks,"Scientific research communities can be represented as heterogeneous or multidimensional networks encompassing multiple types of entities and relationships. These networks might include researchers, institutions, meetings, and publications, connected by relationships like authorship, employment, and attendance. We describe a method for efficiently and flexibly capturing, storing, and extracting information from multidimensional scientific networks using a graph database. The database structure is based on an ontology that captures allowable types of entities and relationships. This allows us to construct a variety of projections of the underlying multidimensional graph through database queries to answer specific research questions. We demonstrate this process through a study of the U.S. Biological Threat Reduction Program (BTRP), which seeks to develop Threat Reduction Networks to build and strengthen a sustainable international community of biosecurity, biosafety, and biosurveillance experts to address shared biological threat reduction challenges. Networks like these create connectional intelligence among researchers and institutions around the world, and are central to the concept of cooperative threat reduction. Our analysis focuses on a series of seven BTRP genome sequencing training workshops, showing how they created a growing network of participants and countries over time, which is also reflected in coauthorship relationships among attendees. By capturing concept and relationship hierarchies, our ontology-based approach allows us to pose general or specific questions about networks within the same framework. This approach can be applied to other research communities or multidimensional social networks to capture, analyze, and visualize different types of interactions and how they change over time.",https://openalex.org/W3034592942,2020,John Ambrosiano; Benjamin Sims; Andrew W. Bartlow,Los Alamos National Laboratory
G-Bean: an ontology-graph based web tool for biomedical literature retrieval,"G-Bean addresses PubMed's limitations with ontology-graph based query expansion, automatic document indexing, and user search intention discovery. It shows significant advantages in finding relevant articles from the MEDLINE database to meet the information need of the user.",https://openalex.org/W1988512338,2014,James Z. Wang; Yuanyuan Zhang; Liang Dong,Clemson University; Barnes & Noble (United States)
An ontology-based graph approach to support buildings design conformity with a given style,"This paper deals with analysing and evaluating design suitability for a given environment. A design is deemed to “fit” into the environment in which it is planned to be built if it follows the same style and shows sufficient “closeness” to other buildings in the area. The knowledge about the designed building is encoded in the form of a labelled graph. To test the conformity of the design with a given style an ontology-based graph approach is proposed, while to calculate the degree of similarity of the design to other designs graph mining methods are used. The proposed approach is illustrated by examples of designing buildings in two styles which are well integrated with the environment.",https://openalex.org/W2555626901,2016,Grażyna Ślusarczyk; Barbara Strug; Karolina Stasiak,Jagiellonian University
Manifestation of ontologies in graph databases for big data risk analysis,"Big Data Risk Analysis (BDRA) intends to combine the huge volume of information that railway systems produce from a variety of data sources for safety and risk management. One of the most challenging issues is how safety scientists can use big data techniques. This is especially important in the light of data coming from different systems that hold information about critical events, hazards or controls. Yet, the integration of com-plex safety-related data is not just another IT problem. Fundamentally, it requires the expertise of safety ex-perts in order to make sense of the data. A solution lies in the use of graph databases and ontologies to access this data for safety purposes. This type of database allows for the handling of huge amounts of data whilst it is still accessible to safety experts that are not gifted programmers. This approach opens up big data for safety management and enables a plethora of possibilities for future safety research.",https://openalex.org/W2883749243,2018,Miguel Figueres-Esteban; Peter Hughes; R.A.H. El Rashidy,University of Huddersfield
WEGO: a web tool for plotting GO annotations,"Unified, structured vocabularies and classifications freely provided by the Gene Ontology (GO) Consortium are widely accepted in most of the large scale gene annotation projects. Consequently, many tools have been created for use with the GO ontologies. WEGO (Web Gene Ontology Annotation Plot) is a simple but useful tool for visualizing, comparing and plotting GO annotation results. Different from other commercial software for creating chart, WEGO is designed to deal with the directed acyclic graph structure of GO to facilitate histogram creation of GO annotation results. WEGO has been used widely in many important biological research projects, such as the rice genome project and the silkworm genome project. It has become one of the daily tools for downstream gene annotation analysis, especially when performing comparative genomics tasks. WEGO, along with the two other tools, namely External to GO Query and GO Archive Query, are freely available for all users at http://wego.genomics.org.cn. There are two available mirror sites at http://wego2.genomics.org.cn and http://wego.genomics.com.cn. Any suggestions are welcome at wego@genomics.org.cn.",https://openalex.org/W2165463056,2006,Jia Ye; Lin Fang; Hongkun Zheng,Zhejiang University
OWL 2 Web Ontology Language Mapping to RDF Graphs,"The OWL 2 Web Ontology Language, informally OWL 2, is an ontology language for the Semantic Web with formally defined meaning. OWL 2 ontologies provide classes, properties, individuals, and data values and are stored as Semantic Web documents. OWL 2 ontologies can be used along with information written in RDF, and OWL 2 ontologies themselves are primarily exchanged as RDF documents. The OWL 2 Document Overview describes the overall state of OWL 2, and should be read before other OWL 2 documents. This document defines the mapping of OWL 2 ontologies into RDF graphs, and vice versa.",https://openalex.org/W2323047126,2009,Peter F. Patel‐Schneider; Bernardo Cuenca Grau; Ian Horrocks,
Ontology-based entity matching in attributed graphs,"Keys for graphs incorporate the topology and value constraints needed to uniquely identify entities in a graph. They have been studied to support object identification, knowledge fusion, and social network reconciliation. Existing key constraints identify entities as the matches of a graph pattern by subgraph isomorphism, which enforce label equality on node types. These constraints can be too restrictive to characterize structures and node labels that are syntactically different but semantically equivalent. We propose a new class of key constraints, Ontological Graph Keys (OGKs) that extend conventional graph keys by ontological subgraph matching between entity labels and an external ontology. We show that the implication and validation problems for OGKs are each NP-complete. To reduce the entity matching cost, we also provide an algorithm to compute a minimal cover for OGKs. We then study the entity matching problem with OGKs, and a practical variant with a budget on the matching cost. We develop efficient algorithms to perform entity matching based on a (budgeted) Chase procedure. Using real-world graphs, we experimentally verify the efficiency and accuracy of OGK-based entity matching.",https://openalex.org/W2966581343,2019,Hanchao Ma; Morteza Alipourlangouri; Yinghui Wu,Washington State University; McMaster University
Ontologies and Knowledge Graphs in Oncology Research,"The complexity of cancer research stems from leaning on several biomedical disciplines for relevant sources of data, many of which are complex in their own right. A holistic view of cancer—which is critical for precision medicine approaches—hinges on integrating a variety of heterogeneous data sources under a cohesive knowledge model, a role which biomedical ontologies can fill. This study reviews the application of ontologies and knowledge graphs in cancer research. In total, our review encompasses 141 published works, which we categorized under 14 hierarchical categories according to their usage of ontologies and knowledge graphs. We also review the most commonly used ontologies and newly developed ones. Our review highlights the growing traction of ontologies in biomedical research in general, and cancer research in particular. Ontologies enable data accessibility, interoperability and integration, support data analysis, facilitate data interpretation and data mining, and more recently, with the emergence of the knowledge graph paradigm, support the application of Artificial Intelligence methods to unlock new knowledge from a holistic view of the available large volumes of heterogeneous data.",https://openalex.org/W4223568044,2022,Marta Contreiras Silva; Patrícia Eugénio; Daniel Faria,University of Lisbon
Automatically inferring technology compatibility with an ontology and graph rewriting rules,"&lt;p&gt;In conceptual design of any engineering system, decisions are made regarding which technologies to include and where. One of the first stages of that process is constructing the technology compatibility matrix (TCM), which indicates the compatibility of each pair in a technology set. Rather than constructing a TCM with expert judgment, this study develops a method based on graph transformation rules, allowing for a formal description of technologies. The TCM is then automatically derived. An ontology based on the Basic Formal Ontology is developed to describe systems and technologies, and provides axioms to derive statements about these descriptions. The method is demonstrated with four inference examples, showing how the inferences are made. An industry case study demonstrates the method's ability to mimic human expert reasoning. Although the approach is labour-intensive during setup, it enables knowledge capturing, automated reasoning and can be extended to provide quantitative analysis, to save time and effort.&lt;/p&gt;",https://openalex.org/W3115826067,2020,Martijn N. Roelofs; Roelof Vos,Delft University of Technology
Text2KGBench: A Benchmark for Ontology-Driven Knowledge Graph Generation from Text,"The recent advances in large language models (LLM) and foundation models with emergent capabilities have been shown to improve the performance of many NLP tasks. LLMs and Knowledge Graphs (KG) can complement each other such that LLMs can be used for KG construction or completion while existing KGs can be used for different tasks such as making LLM outputs explainable or fact-checking in Neuro-Symbolic manner. In this paper, we present Text2KGBench, a benchmark to evaluate the capabilities of language models to generate KGs from natural language text guided by an ontology. Given an input ontology and a set of sentences, the task is to extract facts from the text while complying with the given ontology (concepts, relations, domain/range constraints) and being faithful to the input sentences. We provide two datasets (i) Wikidata-TekGen with 10 ontologies and 13,474 sentences and (ii) DBpedia-WebNLG with 19 ontologies and 4,860 sentences. We define seven evaluation metrics to measure fact extraction performance, ontology conformance, and hallucinations by LLMs. Furthermore, we provide results for two baseline models, Vicuna-13B and Alpaca-LoRA-13B using automatic prompt generation from test cases. The baseline results show that there is room for improvement using both Semantic Web and Natural Language Processing techniques. Resource Type: Evaluation Benchmark Source Repo: https://github.com/cenguix/Text2KGBench DOI: https://doi.org/10.5281/zenodo.7916716 License: Creative Commons Attribution (CC BY 4.0)",https://openalex.org/W4388144143,2023,Nandana Mihindukulasooriya; Sanju Tiwari; Carlos F. Enguix,IBM Research - Ireland; Autonomous University of Tamaulipas
A New Method for Knowledge and Information Management Domain Ontology Graph Model,"A new ontology learning model called domain ontology graph (DOG) is proposed in this paper. There are two key components in the DOG, i.e., the definition of the ontology graph and the ontology learning process. The former defines the ontology and knowledge conceptualization model from the domain-specific text documents; the latter offers the necessary method of semiautomatic domain ontology learning and generates the corresponding ontology graphs. Two kinds of ontological operations are also defined based on the proposed DOG, i.e., document ontology graph generation and ontology-graph-based text classification. The simulation studies focused upon Chinese text data are used to demonstrate the potential effectiveness of our proposed strategy. This is accomplished by generating DOGs to represent the domain knowledge and conducting the text classifications based on the generated ontology graph. The experimental results show that the new method can produce significantly better classification accuracy (e.g., with 92.3% in f-measure) compared with other methods (such as 86.8% in f-measure for the term-frequency-inverse-document- frequency approach). The high performance demonstrates that our presented ontological operations based on the ontology graph knowledge model are effectively developed.",https://openalex.org/W1981265597,2012,James N. K. Liu; Yulin He; Edward H. Y. Lim,Hong Kong Polytechnic University; Hebei University
Clustering Ontology-enriched Graph Representation for Biomedical Documents based on Scale-Free Network Theory,"In this paper we introduce a novel document clustering approach that solves some major problems of traditional document clustering approaches. Instead of depending on traditional vector space model, this approach represents documents as graphs using domain knowledge in ontology because graphs can represent the semantic relationships among the concepts in documents. Based on scale-free network theory, our approach generates a model for each document cluster from the ontology-enriched graph representation by identifying k high density subgraphs capturing the core semantic relationship information about each document cluster. Using these k high density subgraphs, each document is assigned to a proper document cluster. Our extensive experimental results on MEDLINE articles show that our approach outperforms two leading document clustering algorithms, BiSecting K-means and CLUTO's vcluster. Moreover, our approach provides a meaningful explanation for document clustering through generated models. This explanation helps users to understand clustering results and documents as a whole",https://openalex.org/W2536154007,2006,Illhoi Yoo; Xiaohua Hu,Drexel University
Improved scoring of functional groups from gene expression data by decorrelating GO graph structure,"Abstract Motivation: The result of a typical microarray experiment is a long list of genes with corresponding expression measurements. This list is only the starting point for a meaningful biological interpretation. Modern methods identify relevant biological processes or functions from gene expression data by scoring the statistical significance of predefined functional gene groups, e.g. based on Gene Ontology (GO). We develop methods that increase the explanatory power of this approach by integrating knowledge about relationships between the GO terms into the calculation of the statistical significance. Results: We present two novel algorithms that improve GO group scoring using the underlying GO graph topology. The algorithms are evaluated on real and simulated gene expression data. We show that both methods eliminate local dependencies between GO terms and point to relevant areas in the GO graph that remain undetected with state-of-the-art algorithms for scoring functional terms. A simulation study demonstrates that the new methods exhibit a higher level of detecting relevant biological terms than competing methods. Availability: topgo.bioinf.mpi-inf.mpg.de Contact: alexa@mpi-sb.mpg.de Supplementary Information: Supplementary data are available at Bioinformatics online.",https://openalex.org/W2120024428,2006,Adrian Alexa; Jörg Rahnenführer; Thomas Lengauer,Max Planck Institute for Informatics
OntoEA: Ontology-guided Entity Alignment via Joint Knowledge Graph Embedding,"Semantic embedding has been widely investigated for aligning knowledge graph (KG) entities.Current methods have explored and utilized the graph structure, the entity names, and attributes, but ignore the ontology (or ontological schema) which contains critical meta information such as classes and their membership relationships with entities.In this paper, we propose an ontology-guided entity alignment method named OntoEA, where both KGs and their ontologies are jointly embedded, and the class hierarchy and the class disjointness are utilized to avoid false mappings.Extensive experiments on seven public and industrial benchmarks have demonstrated the state-ofthe-art performance of OntoEA and the effectiveness of the ontologies.",https://openalex.org/W3175988714,2021,Yuejia Xiang; Ziheng Zhang; Jiaoyan Chen,Tencent (China); University of Oxford
Concept-graph based biomedical automatic summarization using ontologies,"One of the main problems in research on automatic summarization is the inaccurate semantic interpretation of the source. Using specific domain knowledge can considerably alleviate the problem. In this paper, we introduce an ontology-based extractive method for summarization. It is based on mapping the text to concepts and representing the document and its sentences as graphs. We have applied our approach to summarize biomedical literature, taking advantages of free resources as UMLS. Preliminary empirical results are presented and pending problems are identified.",https://openalex.org/W2001716701,2008,Laura Plaza; Alberto Díaz; Pablo Gervás,Universidad Complutense de Madrid
Blast2GO: A Comprehensive Suite for Functional Analysis in Plant Genomics,"Functional annotation of novel sequence data is a primary requirement for the utilization of functional genomics approaches in plant research. In this paper, we describe the Blast2GO suite as a comprehensive bioinformatics tool for functional annotation of sequences and data mining on the resulting annotations, primarily based on the gene ontology (GO) vocabulary. Blast2GO optimizes function transfer from homologous sequences through an elaborate algorithm that considers similarity, the extension of the homology, the database of choice, the GO hierarchy, and the quality of the original annotations. The tool includes numerous functions for the visualization, management, and statistical analysis of annotation results, including gene set enrichment analysis. The application supports InterPro, enzyme codes, KEGG pathways, GO direct acyclic graphs (DAGs), and GOSlim. Blast2GO is a suitable tool for plant genomics research because of its versatility, easy installation, and friendly use.",https://openalex.org/W2001338440,2008,Ana Conesa; Stefan Götz,Centro de Investigacion Principe Felipe
Neo4j graph database realizes efficient storage performance of oilfield ontology,"The integration of oilfield multidisciplinary ontology is increasingly important for the growth of the Semantic Web. However, current methods encounter performance bottlenecks either in storing data and searching for information when processing large amounts of data. To overcome these challenges, we propose a domain-ontology process based on the Neo4j graph database. In this paper, we focus on data storage and information retrieval of oilfield ontology. We have designed mapping rules from ontology files to regulate the Neo4j database, which can greatly reduce the required storage space. A two-tier index architecture, including object and triad indexing, is used to keep loading times low and match with different patterns for accurate retrieval. Therefore, we propose a retrieval method based on this architecture. Based on our evaluation, the retrieval method can save 13.04% of the storage space and improve retrieval efficiency by more than 30 times compared with the methods of relational databases.",https://openalex.org/W2901176735,2018,Faming Gong; Yuhui Ma; Wenjuan Gong,"China University of Petroleum, East China"
A novel ontology relation graph-based ontology module partition algorithm,"In order to help Agent or semantic annotation tool in real-time understanding of the text, this paper presents an ontology module partition method: partitioning large broad-coverage ontologism into small ontology modules and storing the partition in advance, in the stage of real-time, according to the application requirements, selecting the appropriate modular from the ontology modular library, then applying directly or composing the selected modules. This time-consuming procedure of ontology extraction and decomposition is put into pre-processing process, which can improve real-time process and improve the efficiency. In this paper, ontology module partition criteria and methods are discussed. The method discussed in this article can partition corresponding ontology in different level of granularities. The ontology relation graph-based ontology module partition algorithm employed extended adjacency list as the storage structure in which the asymptotic time complexity of extended broad first traverse of ontology relation graph is O(n+e).",https://openalex.org/W2148536774,2012,Xiaohui Ji; Jie Xie,Luoyang Institute of Science and Technology
Delta: an ontology for the distribution of differences between RDF graphs,"The problem of updating and synchronizing data in the Semantic Web motivates an analog to text diffs for RDF graphs. This paper discusses the problem of comparing two RDF graphs, generating a set of differences, and updating a graph from a set of differences. It discusses two forms of difference information, the context-sensitive “weak” patch, and the context-free “strong” patch. It gives a proposed update ontology for patch files for RDF, and discusses experience with proof of concept code.",https://openalex.org/W67952721,2015,Tim Berners‐Lee; Dan Connolly,
"A curated, ontology-based, large-scale knowledge graph of artificial intelligence tasks and benchmarks","Abstract Research in artificial intelligence (AI) is addressing a growing number of tasks through a rapidly growing number of models and methodologies. This makes it difficult to keep track of where novel AI methods are successfully – or still unsuccessfully – applied, how progress is measured, how different advances might synergize with each other, and how future research should be prioritized. To help address these issues, we created the Intelligence Task Ontology and Knowledge Graph (ITO), a comprehensive, richly structured and manually curated resource on artificial intelligence tasks, benchmark results and performance metrics. The current version of ITO contains 685,560 edges, 1,100 classes representing AI processes and 1,995 properties representing performance metrics. The primary goal of ITO is to enable analyses of the global landscape of AI tasks and capabilities. ITO is based on technologies that allow for easy integration and enrichment with external data, automated inference and continuous, collaborative expert curation of underlying ontological models. We make the ITO dataset and a collection of Jupyter notebooks utilizing ITO openly available.",https://openalex.org/W3203709253,2022,Kathrin Blagec; Adriano Barbosa-Silva; Simon Ott,Austrian Research Institute for Artificial Intelligence; Medical University of Vienna
Construction and application of an ontology-based domain-specific knowledge graph for petroleum exploration and development,"The massive amount and multi-sourced, multi-structured data in the upstream petroleum industry impose great challenge on data integration and smart application. Knowledge graph, as an emerging technology, can potentially provide a way to tackle the challenges associated with oil and gas big data. This paper proposes an engineering-based method that can improve upon traditional natural language processing to construct the domain knowledge graph based on a petroleum exploration and development ontology. The exploration and development knowledge graph is constructed by assembling Sinopec's multi-sourced heterogeneous database, and millions of nodes. The two applications based on the constructed knowledge graph are developed and validated for effectiveness and advantages in providing better knowledge services for the oil and gas industry.",https://openalex.org/W4293072913,2022,Xianming Tang; Zhiqiang Feng; Yitian Xiao,Sinopec (China)
